  36  50   1   0 1.000e+03
   8   4   7   4   3   5   2   4   6   6   8   9  16  13  18  14  21  18
  19  12  17   8   7  11  20  15  19   9   8  12  20  19  22  29  26  27
  18  21  23  30  25  29  25  26  29  33  29  32  29  27  32  26  23  27
  16  18  26  28  24  30  24  25  30  36  33  34  33  32  34  31  30  33
  30  29  33  17  16  25  22  24  28  28  30  31  31  33  35  33  36  35
  19  17  24  15  12  19  23  26  18  25  16  26  24  17  25  11  13  16
  22  19  24  12  11  17  12   8  11   4   5   7  11   7  13   7   5  10
  15   9  12   6   4   8  17  11  16   7  10  13  18  13  14  13  10  14
   1   4   2   1   3   4
      0.000000000000e+00      0.000000000000e+00
      0.000000000000e+00      1.000000000000e+01
      1.000000000000e+01      0.000000000000e+00
      1.000000000000e+01      1.000000000000e+01
      2.000000000000e+01      0.000000000000e+00
      0.000000000000e+00      2.000000000000e+01
      2.000000000000e+01      1.000000000000e+01
      1.000000000000e+01      2.000000000000e+01
      0.000000000000e+00      3.000000000000e+01
      3.000000000000e+01      0.000000000000e+00
      2.000000000000e+01      2.000000000000e+01
      1.000000000000e+01      3.000000000000e+01
      3.000000000000e+01      1.000000000000e+01
      4.000000000000e+01      0.000000000000e+00
      0.000000000000e+00      4.000000000000e+01
      3.000000000000e+01      2.000000000000e+01
      2.000000000000e+01      3.000000000000e+01
      4.000000000000e+01      1.000000000000e+01
      1.000000000000e+01      4.000000000000e+01
      0.000000000000e+00      5.000000000000e+01
      5.000000000000e+01      0.000000000000e+00
      1.000000000000e+01      5.000000000000e+01
      5.000000000000e+01      1.000000000000e+01
      2.000000000000e+01      4.000000000000e+01
      3.000000000000e+01      3.000000000000e+01
      4.000000000000e+01      2.000000000000e+01
      5.000000000000e+01      2.000000000000e+01
      2.000000000000e+01      5.000000000000e+01
      4.000000000000e+01      3.000000000000e+01
      3.000000000000e+01      4.000000000000e+01
      3.000000000000e+01      5.000000000000e+01
      5.000000000000e+01      3.000000000000e+01
      4.000000000000e+01      4.000000000000e+01
      5.000000000000e+01      4.000000000000e+01
      4.000000000000e+01      5.000000000000e+01
      5.000000000000e+01      5.000000000000e+01
